Date,Close
11/14/2023 16:00:00,49.66
11/15/2023 16:00:00,48.89
11/16/2023 16:00:00,49.48
11/17/2023 16:00:00,49.3
11/20/2023 16:00:00,50.41
11/21/2023 16:00:00,49.94
11/22/2023 16:00:00,48.72
11/24/2023 13:05:00,47.78
11/27/2023 16:00:00,48.24
11/28/2023 16:00:00,47.82
11/29/2023 16:00:00,48.14
11/30/2023 16:00:00,46.77
12/1/2023 16:00:00,46.77
12/4/2023 16:00:00,45.51
12/5/2023 16:00:00,46.57
12/6/2023 16:00:00,45.5
12/7/2023 16:00:00,46.6
12/8/2023 16:00:00,47.51
12/11/2023 16:00:00,46.63
12/12/2023 16:00:00,47.66
12/13/2023 16:00:00,48.09
12/14/2023 16:00:00,48.35
12/15/2023 16:00:00,48.89
12/18/2023 16:00:00,50.08
12/19/2023 16:00:00,49.6
12/20/2023 16:00:00,48.11
12/21/2023 16:00:00,48.99
12/22/2023 16:00:00,48.83
12/26/2023 16:00:00,49.28
12/27/2023 16:00:00,49.42
12/28/2023 16:00:00,49.52
12/29/2023 16:00:00,49.52
1/2/2024 16:00:00,48.17
1/3/2024 16:00:00,47.57
1/4/2024 16:00:00,48.0
1/5/2024 16:00:00,49.1
1/8/2024 16:00:00,52.25
1/9/2024 16:00:00,53.14
1/10/2024 16:00:00,54.35
1/11/2024 16:00:00,54.82
1/12/2024 16:00:00,54.71
1/16/2024 16:00:00,56.38
1/17/2024 16:00:00,56.05
1/18/2024 16:00:00,57.11
1/19/2024 16:00:00,59.49
1/22/2024 16:00:00,59.65
1/23/2024 16:00:00,59.87
1/24/2024 16:00:00,61.36
1/25/2024 16:00:00,61.62
1/26/2024 16:00:00,61.03
1/29/2024 16:00:00,62.47
1/30/2024 16:00:00,62.77
1/31/2024 16:00:00,61.53
2/1/2024 16:00:00,63.03
2/2/2024 16:00:00,66.16
2/5/2024 16:00:00,69.33
2/6/2024 16:00:00,68.22
2/7/2024 16:00:00,70.1
2/8/2024 16:00:00,69.64
2/9/2024 16:00:00,72.13
2/12/2024 16:00:00,72.25
2/13/2024 16:00:00,72.13
2/14/2024 16:00:00,73.9
2/15/2024 16:00:00,72.66
2/16/2024 16:00:00,72.61
2/20/2024 16:00:00,69.45
2/21/2024 16:00:00,67.47
2/22/2024 16:00:00,78.54
2/23/2024 16:00:00,78.82
2/26/2024 16:00:00,79.09
2/27/2024 16:00:00,78.7
2/28/2024 16:00:00,77.66
2/29/2024 16:00:00,79.11
3/1/2024 16:00:00,82.28
3/4/2024 16:00:00,85.24
3/5/2024 16:00:00,85.96
3/6/2024 16:00:00,88.7
3/7/2024 16:00:00,92.67
3/8/2024 16:00:00,87.53
3/11/2024 16:00:00,85.77
3/12/2024 16:00:00,91.91
3/13/2024 16:00:00,90.89
3/14/2024 16:00:00,87.94
3/15/2024 16:00:00,87.84
3/18/2024 16:00:00,88.46
3/19/2024 16:00:00,89.4
3/20/2024 16:00:00,90.37
3/21/2024 16:00:00,91.44
3/22/2024 16:00:00,94.29
3/25/2024 16:00:00,95.0
3/26/2024 16:00:00,92.56
3/27/2024 16:00:00,90.25
3/28/2024 16:00:00,90.36
4/1/2024 16:00:00,90.36
4/2/2024 16:00:00,89.45
4/3/2024 16:00:00,88.96
4/4/2024 16:00:00,85.91
4/5/2024 16:00:00,88.01
4/8/2024 16:00:00,87.13
4/9/2024 16:00:00,85.35
4/10/2024 16:00:00,87.04
4/11/2024 16:00:00,90.62
4/12/2024 16:00:00,88.19
4/15/2024 16:00:00,86.0
4/16/2024 16:00:00,87.42
4/17/2024 16:00:00,84.04
4/18/2024 16:00:00,84.67
4/19/2024 16:00:00,76.2
4/22/2024 16:00:00,79.52
4/23/2024 16:00:00,82.42
4/24/2024 16:00:00,79.68
4/25/2024 16:00:00,82.63
4/26/2024 16:00:00,87.74
4/29/2024 16:00:00,87.76
4/30/2024 16:00:00,86.4
5/1/2024 16:00:00,83.04
5/2/2024 16:00:00,85.82
5/3/2024 16:00:00,88.79
5/6/2024 16:00:00,92.14
5/7/2024 16:00:00,90.55
5/8/2024 16:00:00,90.41
5/9/2024 16:00:00,88.75
5/10/2024 16:00:00,89.88
5/13/2024 16:00:00,90.4
5/14/2024 16:00:00,91.36
5/15/2024 16:00:00,94.63
5/16/2024 16:00:00,94.36
5/17/2024 16:00:00,92.48
5/20/2024 16:00:00,94.78
5/21/2024 16:00:00,95.39
5/22/2024 16:00:00,94.95
5/23/2024 16:00:00,103.8
5/24/2024 16:00:00,106.47
5/28/2024 16:00:00,113.9
5/29/2024 16:00:00,114.83
5/30/2024 16:00:00,110.5
5/31/2024 16:00:00,109.63
6/3/2024 16:00:00,115.0
6/4/2024 16:00:00,116.44
6/5/2024 16:00:00,122.44
6/6/2024 16:00:00,121.0
6/7/2024 16:00:00,120.89
6/10/2024 16:00:00,121.79
6/11/2024 16:00:00,120.91
6/12/2024 16:00:00,125.2
6/13/2024 16:00:00,129.61
6/14/2024 16:00:00,131.88
6/17/2024 16:00:00,130.98
6/18/2024 16:00:00,135.58
6/20/2024 16:00:00,130.78
6/21/2024 16:00:00,126.57
6/24/2024 16:00:00,118.11
6/25/2024 16:00:00,126.09
6/26/2024 16:00:00,126.4
6/27/2024 16:00:00,123.99
6/28/2024 16:00:00,123.54
7/1/2024 16:00:00,124.3
7/2/2024 16:00:00,122.67
7/3/2024 13:05:00,128.28
7/5/2024 16:00:00,125.83
7/8/2024 16:00:00,128.2
7/9/2024 16:00:00,131.38
7/10/2024 16:00:00,134.91
7/11/2024 16:00:00,127.4
7/12/2024 16:00:00,129.24
7/15/2024 16:00:00,128.44
7/16/2024 16:00:00,126.36
7/17/2024 16:00:00,117.99
7/18/2024 16:00:00,121.09
7/19/2024 16:00:00,117.93
7/22/2024 16:00:00,123.54
7/23/2024 16:00:00,122.59
7/24/2024 16:00:00,114.25
7/25/2024 16:00:00,112.28
7/26/2024 16:00:00,113.06
7/29/2024 16:00:00,111.59
7/30/2024 16:00:00,103.73
7/31/2024 16:00:00,117.02
8/1/2024 16:00:00,109.21
8/2/2024 16:00:00,107.27
8/5/2024 16:00:00,100.45
8/6/2024 16:00:00,104.25
8/7/2024 16:00:00,98.91
8/8/2024 16:00:00,104.97
8/9/2024 16:00:00,104.75
8/12/2024 16:00:00,109.02
8/13/2024 16:00:00,116.14
8/14/2024 16:00:00,118.08
8/15/2024 16:00:00,122.86
8/16/2024 16:00:00,124.58
8/19/2024 16:00:00,130.0
8/20/2024 16:00:00,127.25
8/21/2024 16:00:00,128.5
8/22/2024 16:00:00,123.74
8/23/2024 16:00:00,129.37
8/26/2024 16:00:00,126.46
8/27/2024 16:00:00,128.3
8/28/2024 16:00:00,125.61
8/29/2024 16:00:00,117.59
8/30/2024 16:00:00,119.37
9/3/2024 16:00:00,108.0
9/4/2024 16:00:00,106.21
9/5/2024 16:00:00,107.21
9/6/2024 16:00:00,102.83
9/9/2024 16:00:00,106.47
9/10/2024 16:00:00,108.1
9/11/2024 16:00:00,116.91
9/12/2024 16:00:00,119.14
9/13/2024 16:00:00,119.1
9/16/2024 16:00:00,116.78
9/17/2024 16:00:00,115.59
9/18/2024 16:00:00,113.37
9/19/2024 16:00:00,117.87
9/20/2024 16:00:00,116.0
9/23/2024 16:00:00,116.26
9/24/2024 16:00:00,120.87
9/25/2024 16:00:00,123.51
9/26/2024 16:00:00,124.04
9/27/2024 16:00:00,121.4
9/30/2024 16:00:00,121.44
10/1/2024 16:00:00,117.0
10/2/2024 16:00:00,118.85
10/3/2024 16:00:00,122.85
10/4/2024 16:00:00,124.92
10/7/2024 16:00:00,127.72
10/8/2024 16:00:00,132.89
10/9/2024 16:00:00,132.65
10/10/2024 16:00:00,134.81
10/11/2024 16:00:00,134.8
10/14/2024 16:00:00,138.07
10/15/2024 16:00:00,131.6
10/16/2024 16:00:00,135.72
10/17/2024 16:00:00,136.93
